@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P93.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
32.450788,blue-collar,married,secondary,no,29.915527,yes,no,cellular,17,jul,1429.686213,4.291251,-1,0,yes
28.474719,management,single,tertiary,no,420.384576,no,no,cellular,11.201488,jul,661.300213,1,-1,0,yes
49.783686,technician,single,secondary,no,1123.190394,no,no,cellular,14.243092,may,899.432641,1.356902,-1,0,yes
29.007374,management,divorced,secondary,no,8,no,no,cellular,22.390029,apr,103.45839,2.64269,-1,0,yes
61.382866,admin.,divorced,secondary,no,0,no,no,cellular,13.428055,oct,237.495865,1.555129,-1,0,yes
31.755244,management,married,secondary,no,726.326052,yes,no,cellular,7.824588,may,573.047148,1.983352,-1,0,yes
52.089913,retired,married,tertiary,no,8767.512069,no,no,cellular,11.186544,jun,295.580611,3.41564,-1,0,yes
50.35038,management,married,primary,no,339.750534,yes,no,cellular,14.079652,may,469.101544,3.898716,353.131755,3.759991,yes
36.690557,blue-collar,married,secondary,no,662.984425,no,no,cellular,16.344597,jul,958.501387,3.612494,-1,0,yes
44.354073,services,single,secondary,no,289.920153,no,no,cellular,21.870941,may,1017.837064,5.476118,-1,0,yes
44.585808,management,single,tertiary,no,5188.906265,no,no,cellular,23.782385,oct,262.547183,1.236946,-1,0,yes
39.995949,management,single,tertiary,no,9983.068681,no,no,cellular,8.827349,aug,568.595744,2,75.062186,0.962748,yes
27.768043,management,married,secondary,no,172.479167,no,no,cellular,10.594157,may,560.49375,1,-1,0,yes
29.23093,technician,single,secondary,no,197.05007,no,no,cellular,4.247645,jun,325.632469,2.788853,83.886364,1.929893,yes
43.76632,management,married,secondary,no,3607.468713,no,no,cellular,18.838675,nov,623.999891,2.613311,5.878184,0.910158,yes
47.216551,management,divorced,tertiary,no,1375.325725,no,no,cellular,10.977765,aug,710.154412,1.778921,-1,0,yes
28.35257,technician,married,secondary,no,1047.899865,no,no,cellular,13.440178,may,713.436727,1,-1,0,yes
53.528076,admin.,married,secondary,no,3686.429374,no,no,cellular,14.348325,apr,223.994481,1,23.673997,0.952466,yes
35.48203,services,married,secondary,no,90.411772,no,no,cellular,26.199174,may,225.50582,1.136472,-1,0,yes
53.114507,retired,married,secondary,no,4044.624604,no,no,cellular,2.253988,oct,278.478076,2,182.008613,3.349707,yes
34.084702,admin.,single,secondary,no,2474.695498,no,no,cellular,5.51669,nov,412.378664,1.670313,69.02927,7.906981,yes
66.205029,management,married,secondary,no,941.609428,no,no,cellular,24.665972,oct,351.639054,1.633076,66.596825,0.202062,yes
56.079997,technician,single,secondary,no,18.872606,yes,no,cellular,9.431452,may,993.207259,1.528614,-1,0,yes
37.933591,management,divorced,tertiary,no,1454.746674,no,no,cellular,21.570269,may,826.30167,1,171.578972,1.049839,yes
53.264996,management,married,secondary,no,2913.013661,no,no,cellular,6,feb,341.825803,1.702904,-1,0,yes
32.376586,admin.,married,secondary,no,639.560639,yes,no,cellular,8.268881,may,495.346066,1.825854,347.082754,2.871657,yes
53.758998,technician,married,secondary,no,7042.92487,no,no,cellular,13.81259,feb,475.955173,2.259545,47.532463,1.535219,yes
68.433853,admin.,married,secondary,no,4655.177361,no,no,cellular,12.03963,mar,162.83229,1,-1,0,yes
29.523984,management,single,secondary,no,497.992724,no,no,cellular,27.931476,apr,267.995561,2.545339,-1,0,yes
72.895777,management,married,secondary,no,1304.90714,no,no,cellular,9.724435,may,383.977298,2.392391,-1,0,yes
60.559073,management,married,secondary,no,4277.211083,yes,no,cellular,12.343578,may,854.824575,2,-1,0,yes
51.477717,management,married,tertiary,no,8183.830161,no,no,cellular,13.146157,jun,149.841247,1.703093,-1,0,yes
37.789778,management,married,secondary,no,1271.626891,no,no,unknown,23.100893,jun,1568.444684,1,-1,0,yes
46.474316,management,married,tertiary,no,584.678128,no,no,cellular,9.93161,may,314.493795,2.448889,98.528856,1.282047,yes
48.230489,management,married,secondary,no,644.225511,yes,no,cellular,26.899361,oct,311.264396,2.688867,500.174715,1.186019,yes
36.901696,management,married,secondary,no,706.762452,yes,no,cellular,10.197551,may,302.819145,1.073222,682.626543,2.220085,yes
42.02312,management,married,secondary,no,91.060002,yes,no,cellular,19.765907,may,568.353749,1.158367,9.717327,0.637877,yes
52.234799,blue-collar,single,secondary,no,34.38192,no,no,cellular,7.818039,may,608.297679,2.902732,-1,0,yes
61.36269,housemaid,married,primary,no,919.826312,no,no,cellular,13.913775,oct,354.978964,1.932601,-1,0,yes
53.507842,management,married,secondary,no,2513.488723,no,no,cellular,7.842122,jun,344.277963,2,83.68717,3.158823,yes
29.742382,admin.,married,secondary,no,3.171179,no,no,cellular,10.156891,may,465.736352,1.663343,-1,0,yes
33.646412,management,divorced,secondary,no,1.281845,no,no,cellular,17.242174,apr,140.71032,2.779604,-1,0,yes
32.501204,services,married,secondary,no,88.453406,no,no,cellular,10.382126,apr,303.784382,1.365687,179.893,3.385589,yes
32.209094,blue-collar,married,secondary,no,-0.769951,no,no,cellular,18.720611,jul,509.156907,1,-1,0,yes
54.591627,services,married,secondary,no,485.180651,no,no,cellular,16.558822,apr,617.119057,3.698736,-1,0,yes
34.931705,management,married,secondary,no,840.13183,yes,no,cellular,10.524271,may,799.203085,2.19946,296.30886,3.74685,yes
48.153141,management,married,secondary,no,4104.344868,no,no,cellular,6.50075,aug,476.308037,2,-1,0,yes
50.281085,management,married,primary,no,3441.085419,no,no,cellular,24.369088,nov,233.936253,1,-1,0,yes
52.370511,housemaid,married,secondary,no,9.720683,no,no,cellular,15.765361,oct,162.024123,1,97.00483,1.481057,yes
33.107858,management,married,tertiary,no,277.966237,no,no,cellular,30,may,739.986978,1.612045,43.214124,0.832354,yes
29.540228,management,married,tertiary,no,496.241587,no,no,cellular,22.337074,apr,242.192683,1,-1,0,yes
53.162607,services,married,secondary,no,471.311713,no,no,cellular,29.600654,apr,483.938969,1.561133,11.829697,0.768153,yes
44.366578,blue-collar,married,secondary,no,2282.369871,no,no,cellular,6.145171,feb,246.970151,1.581398,65.451938,0.592214,yes
33.453127,blue-collar,married,secondary,no,606.692785,no,no,cellular,25.631474,jul,1383.944104,4.594921,-1,0,yes
46.582044,services,married,secondary,no,210.700123,no,no,unknown,5.546456,may,2175.335033,3.127779,-1,0,yes
49.54998,management,single,tertiary,no,1202.137838,no,no,cellular,13.362128,may,787.066783,3,-1,0,yes
52.414842,blue-collar,married,secondary,no,2204.276157,yes,no,cellular,30.030615,jun,1047.477896,14.660297,-1,0,yes
33.117673,management,married,tertiary,no,326.187059,yes,no,cellular,26.534166,may,665.753536,3.837694,174.657776,2,yes
41.791234,management,married,secondary,no,825.224607,no,no,cellular,10.97628,apr,710.287031,3.436883,-1,0,yes
41.022562,management,married,tertiary,no,2246.093901,yes,no,cellular,17,may,655.664145,3,-1,0,yes
36.843359,technician,married,secondary,no,2435.18663,no,no,cellular,20.802885,feb,128.439678,1.091245,17.63652,0.667355,yes
54.896723,management,married,tertiary,no,1019.0887,no,no,cellular,10.74279,mar,106.478082,2.051224,-1,0,yes
34.882635,management,single,tertiary,no,593.71134,no,no,cellular,26.76018,jun,313.121138,3.041565,155.84931,3.019957,yes
27.923805,management,divorced,secondary,no,8,no,no,cellular,22.451157,apr,99.71482,2.025976,-1,0,yes
24.135413,blue-collar,married,secondary,no,91.557468,yes,no,cellular,6.529173,may,483.442062,5.525091,-1,0,yes
49.724761,management,married,secondary,no,1860.436083,no,no,cellular,12.983697,jun,193.461695,1.663346,9.874717,1.321866,yes
57.690586,blue-collar,married,secondary,no,255.597266,no,no,cellular,19.035106,may,456.86556,1,87.551105,1,yes
31.809228,blue-collar,single,secondary,no,201.356048,no,no,cellular,16.421336,mar,338.259959,2,-1,0,yes
55.827263,services,married,tertiary,no,1833.025945,no,no,cellular,5.364382,oct,192.392216,2.443172,-1,0,yes
45.852334,management,married,secondary,no,0.587058,no,no,cellular,12.47264,apr,346.971481,1,256.546989,3.235199,yes
26.189338,services,single,secondary,no,165.437136,no,no,cellular,22.12404,may,135.042706,1.911545,-1,0,yes
32.365815,management,married,secondary,no,-501.746071,yes,no,cellular,20.845985,may,787.936249,2,48.847877,3.835066,yes
31.774653,management,married,tertiary,no,88.064451,yes,no,cellular,6.072173,may,433.997487,2.088577,425.778057,2.597583,yes
54.179076,retired,married,secondary,no,3802.404509,no,no,cellular,20.850762,apr,273.128523,1.002812,12.007644,0.52198,yes
46.697618,management,married,tertiary,no,2409.491875,yes,no,cellular,17.397805,nov,736.966773,3.626213,37.739787,0.372514,yes
31.042626,management,married,secondary,no,1457.921774,no,no,cellular,21.748365,apr,234.043371,1.53026,107.190923,1.588418,yes
58.681077,retired,married,tertiary,no,9740.497887,no,no,cellular,14.568836,jun,177.31926,2,26.732663,0.050388,yes
49.521115,admin.,married,secondary,no,2200.57398,no,no,cellular,13.589998,feb,247.479755,1.266886,64.163302,0.716795,yes
43.311577,blue-collar,divorced,secondary,no,-131.960249,no,no,cellular,16.208244,jul,625.949733,1,-1,0,yes
49.198258,management,married,primary,no,3592.335167,no,no,cellular,15.32934,nov,153.973478,1,-1,0,yes
19.239185,management,single,tertiary,no,83.837489,no,no,cellular,4.079173,apr,113.458004,2.879792,0.282713,4.537804,yes
51.130718,retired,married,secondary,no,883.597463,no,no,cellular,11.202164,feb,584.392184,1,226.211526,3.643576,yes
51.796833,admin.,married,secondary,no,85.239071,no,no,cellular,24.475199,jul,1239.063237,5.161478,-1,0,yes
30.567868,services,married,secondary,no,4475.126594,no,no,cellular,15.556291,may,536.625764,1.05199,-1,0,yes
27.295535,blue-collar,single,secondary,no,214.888736,no,no,cellular,3.531079,mar,373.423496,2.668454,-1,0,yes
27.369852,management,single,tertiary,no,775.716174,yes,no,cellular,8.125829,jun,568.673923,1.252968,-1,0,yes
70.026791,retired,married,primary,no,654.753154,no,no,cellular,18.57234,apr,363.983004,2.389167,-1,0,yes
55.609454,services,married,secondary,no,532.874743,no,no,cellular,11.66534,apr,394.534959,1.106379,33.119424,0.14246,yes
65.800729,admin.,married,secondary,no,3994.928144,no,no,cellular,6.991649,oct,787.190927,1.239297,324.705119,0.185342,yes
49.25158,retired,married,secondary,no,7752.151242,no,no,cellular,15.524684,jun,277.206259,1.157466,16.697695,1.053729,yes
34.478971,management,single,secondary,no,785.122874,no,no,cellular,4.044796,jun,1562.526194,1,216.166178,2.844739,yes
35.807212,management,married,tertiary,no,2811.706758,yes,no,cellular,19.390491,aug,814.101967,1.534582,120.691092,0.248668,yes
48.438829,admin.,married,secondary,no,2280.942534,no,no,cellular,9.600601,feb,126.655576,3.02305,67.51264,1.508043,yes
30.59329,management,married,secondary,no,-241.173583,yes,yes,cellular,17.993311,may,638.470338,1.879577,317.318141,1.15364,yes
61.049427,blue-collar,married,secondary,no,2139.751399,no,no,cellular,15.364755,sep,492.14935,1.697371,105.336379,0.812009,yes
39.7687,blue-collar,single,secondary,no,0,yes,no,cellular,24.222075,may,1291.376879,1,214.981566,4,yes
31.934068,blue-collar,single,secondary,no,600.145543,yes,no,cellular,24.290884,may,1459.104495,16.011964,-1,0,yes
73.839895,housemaid,married,primary,no,917.107227,no,no,cellular,7.27438,apr,395.565397,1.620818,-1,0,yes
45.130621,management,divorced,tertiary,no,-66.396905,no,no,cellular,19.054591,oct,264.619663,1,-1,0,yes
70.87932,management,married,secondary,no,0,no,no,cellular,19.954215,may,624.368031,1,183.135306,0.107832,yes
30.298406,services,married,secondary,no,464.706449,no,no,cellular,19.335701,apr,252.31029,1.367968,-1,0,yes
61.540893,admin.,married,secondary,no,4913.391982,no,no,cellular,5.687573,mar,286.105336,1.1514,-1,0,yes
56.445845,management,married,secondary,no,2653.770303,no,no,cellular,4.712625,feb,326.465792,1.584218,42.966756,1.24817,yes
49.271782,management,married,secondary,no,-519.230535,yes,no,cellular,30,may,951.899108,2,-1,0,yes
41.879443,blue-collar,married,secondary,no,2880.835925,no,no,cellular,18.774021,aug,698.177569,1.061306,-1,0,yes
52.127291,blue-collar,married,secondary,no,999.749568,no,no,cellular,24.660245,jun,1147.760483,1,-1,0,yes
57.481648,retired,married,primary,no,201.534311,no,no,cellular,20.187903,oct,170.404898,1,-1,0,yes
45.149635,blue-collar,married,secondary,no,31.769176,yes,no,cellular,26,jul,1417.252849,4.266483,167.945579,1.496744,yes
29.270567,blue-collar,married,secondary,no,-2.677496,no,no,cellular,19.864592,aug,588.36142,3.766605,-1,0,yes
36.197913,blue-collar,married,secondary,no,7.988098,no,no,cellular,20.691815,aug,578.650133,2.026189,-1,0,yes
52.563777,technician,single,secondary,no,-312.330923,yes,no,cellular,15.763997,may,1479.402818,1.304832,-1,0,yes
36.969436,technician,single,secondary,no,-122.160106,yes,no,cellular,13,may,1137.920688,3.823456,-1,0,yes
64.48194,management,married,tertiary,no,1338.902133,no,no,cellular,28.324489,apr,344.257249,6.87898,76.226152,1.712186,yes
55.889246,technician,married,tertiary,no,2851.888583,no,no,cellular,22.676312,aug,806.483077,6.330881,-1,0,yes
46.250565,retired,married,secondary,no,2030.438052,no,no,cellular,7.950824,may,424.940518,1,171.727651,1.290182,yes
47.673077,blue-collar,married,secondary,no,89.593465,yes,no,cellular,16.109519,jul,1284.97844,1,-1,0,yes
43.674095,management,divorced,secondary,no,0,no,no,cellular,17.819419,apr,137.834417,2.633032,-1,0,yes
66.742366,retired,married,primary,no,175.053269,no,no,cellular,17.883498,oct,97.231435,1,-1,0,yes
51.759431,technician,married,secondary,no,7053.831911,no,no,cellular,17.811719,aug,521.512713,2.148882,150.571905,2.91098,yes
49.557927,management,married,tertiary,no,1228.144155,no,no,cellular,20.960103,may,241.993483,3.1965,-1,0,yes
36.225758,blue-collar,single,secondary,no,652.089483,no,no,cellular,23.709842,jul,1248.148786,2.114263,104.633618,1.760175,yes
33.21728,services,married,secondary,no,477.739195,no,no,cellular,19.599153,apr,515.38408,1.127247,-1,0,yes
37.406107,services,married,secondary,no,50.648803,no,no,cellular,9.368813,may,598.756224,3.886759,-1,0,yes
35.287472,management,divorced,secondary,no,2.699888,no,no,cellular,16.110524,apr,79.62727,1.522537,-1,0,yes
69.729203,management,married,tertiary,no,10454.975172,no,no,cellular,24.530855,jun,325.126652,1.411937,4.530672,0.31802,yes
38.463105,management,married,secondary,no,-849.138777,yes,no,cellular,10.791541,jul,567.511841,2,43.445817,0.907356,yes
35.181672,services,married,secondary,no,237.326741,yes,no,cellular,13.623363,may,978.159406,2.527405,-1,0,yes
46.488031,management,married,tertiary,no,6038.813596,no,no,cellular,3.298469,feb,523.889838,4.413893,119.850039,1.419807,yes
52.909424,housemaid,married,secondary,no,0,no,no,cellular,27.9506,oct,215.713041,1.351526,95.130921,2.167041,yes
30.276587,management,single,tertiary,no,305.432089,no,no,cellular,18.310919,apr,706.679225,1.597697,49.394839,1.812631,yes
38.397942,management,married,tertiary,no,325.840158,no,no,cellular,9.43606,may,784.585683,1.870643,-1,0,yes
84.485552,student,single,secondary,no,244.597568,no,no,cellular,28.651232,oct,167.249149,1.907786,-1,0,yes
46.724404,management,married,secondary,no,1630.721463,no,no,cellular,3.746995,apr,264.683946,1,233.661945,4.049062,yes
29.591554,services,single,secondary,no,503.580323,no,no,cellular,20.10218,may,977.284712,3.537382,-1,0,yes
35.603459,retired,married,tertiary,no,677.66672,no,no,cellular,14.960531,apr,351.899963,1.367159,-1,0,yes
41.853921,technician,married,secondary,no,836.069447,yes,no,cellular,7.221553,feb,669.042049,1,286.011582,2.58079,yes
41.418024,admin.,married,secondary,no,31.466296,no,no,cellular,21.157942,may,476.773593,6.547042,-1,0,yes
56.703282,management,married,tertiary,no,4239.023533,yes,no,cellular,3.11179,aug,260.127176,2.291196,717.802179,3.499132,yes
36.215072,admin.,married,secondary,no,109.449833,no,no,cellular,19.083897,jul,1285.0317,2.352254,-1,0,yes
51.970544,blue-collar,married,secondary,no,2111.109986,no,no,cellular,13.731916,feb,109.411034,1,58.368698,0.971981,yes
34.544601,management,single,tertiary,no,5238.035085,no,no,cellular,15.805383,apr,235.196587,2.042276,134.769625,2.403852,yes
30.440204,blue-collar,single,secondary,no,615.302706,yes,no,cellular,26.153174,may,1480.67475,6.145652,-1,0,yes
53.904826,management,married,secondary,no,-450.275458,yes,no,cellular,24.062159,jul,495.496236,1.75321,-1,0,yes
28.635191,blue-collar,married,secondary,no,221.651647,no,no,cellular,22.699946,oct,404.667036,1,54.553009,0.645431,yes
29.162434,self-employed,single,tertiary,no,1611.731092,no,no,cellular,20.826767,may,780.889096,3.235651,36.785643,0.844101,yes
42.882307,blue-collar,married,secondary,no,2120.879596,no,no,cellular,10.661389,jun,758.391755,2,-1,0,yes
33.531127,technician,married,secondary,no,825.002563,no,no,cellular,13.013499,may,598.812745,1,-1,0,yes
41.689933,management,married,tertiary,no,5764.20357,no,no,cellular,16.912195,feb,925.981808,3.908843,-1,0,yes
33.6543,technician,single,secondary,no,162.708423,no,no,cellular,20.011802,mar,360.511543,3.24585,-1,0,yes
56.548559,management,married,secondary,no,390.730641,no,no,cellular,11.927567,aug,225.669199,1,91.098241,3.184594,yes
46.347866,technician,single,secondary,no,-292.409488,yes,no,cellular,23.819182,may,661.046374,1.878793,110.349146,0.7996,yes
63.359897,retired,married,secondary,no,3862.974422,no,no,cellular,18.454255,apr,247.522206,1,69.69463,0.586564,yes
22.286077,management,married,secondary,no,2462.367806,no,no,cellular,8.151801,may,513.054869,3.254884,37.939901,4.072139,yes
32.540377,management,married,tertiary,no,849.534693,yes,no,cellular,10.593904,feb,867.4537,2.060694,291.71447,4.573659,yes
35.484873,blue-collar,single,secondary,no,623.76728,yes,no,cellular,14.658408,may,1575.736176,3.649085,65.731946,1.925665,yes
50.685251,blue-collar,married,secondary,no,55.486918,no,no,cellular,15.913827,may,527.520877,7.783939,-1,0,yes
45.483033,blue-collar,divorced,secondary,no,830.692906,no,no,cellular,6.378825,jul,906.944861,3.26,-1,0,yes
36.081463,management,married,secondary,no,707.218128,yes,no,cellular,12.834313,may,325.259269,2,365.650132,1.974995,yes
47.647739,blue-collar,married,secondary,no,153.402199,yes,no,cellular,4.906382,may,520.883029,1,-1,0,yes
45.912498,technician,married,secondary,no,1038.510095,no,no,cellular,10.995666,feb,602.370311,1.935517,180.47272,4.415317,yes
38.111044,admin.,married,secondary,no,3581.31223,no,no,cellular,24.984244,nov,297.775487,1.494849,178.707584,0.974535,yes
45.881724,management,married,tertiary,no,3396.007549,no,no,cellular,16.187323,nov,540.199978,2.588114,111.521733,3.536132,yes
43.146336,management,married,tertiary,no,2943.898019,no,no,cellular,19.740445,aug,857.471471,9.546207,-1,0,yes
63.188275,retired,married,secondary,no,3873.477606,no,no,cellular,6.052832,apr,248.806377,1.455445,119.303041,1.710368,yes
46.253238,admin.,married,secondary,no,69.999927,yes,no,cellular,19.057456,oct,229.236448,2.237671,-1,0,yes
53.381775,management,married,tertiary,no,5961.208562,no,no,cellular,8.442171,feb,729.683642,3.808787,-1,0,yes
42.627188,technician,married,secondary,no,2811.707756,no,no,cellular,28.758745,aug,825.125711,1,-1,0,yes
55.884458,blue-collar,married,secondary,no,2062.460734,no,no,cellular,13.737285,feb,151.023368,1.271248,75.911416,1.494779,yes
41.179017,unemployed,married,secondary,no,1227.837986,no,no,cellular,15,apr,251.23075,2.923016,389.782253,3.602314,yes
29.654473,management,married,tertiary,no,995.071395,no,no,cellular,20.693626,oct,249.953107,1.935021,55.279309,0.050635,yes
50.782124,technician,married,secondary,no,6968.776383,no,no,cellular,24.352001,aug,358.639429,1.368543,131.713275,3.593933,yes
35.255605,management,married,tertiary,no,602.291622,no,no,cellular,27.103149,may,305.213606,3.053927,145.815862,3.303606,yes
30.075801,admin.,married,secondary,no,4518.633811,no,no,cellular,16.007486,may,411.616066,1.995974,-1,0,yes
45.146052,services,married,secondary,no,409.62976,no,no,cellular,15.041421,may,919.840166,2.792033,-1,0,yes
51.993439,management,married,tertiary,no,2305.065523,yes,no,cellular,20.090977,may,767.500956,1.641837,1.585304,0.136742,yes
43.282106,management,married,tertiary,no,1167.072577,no,no,cellular,2.466426,may,347.307793,1.813467,-1,0,yes
44.973262,management,married,secondary,no,2658.068424,no,no,cellular,5.188347,feb,345.486753,1.774056,7.868616,1.244925,yes
55.949652,management,married,secondary,no,1658.944713,no,no,cellular,17.822416,apr,357.084306,3.053732,354.957183,2.924145,yes
39.339229,blue-collar,divorced,secondary,no,935.811033,no,no,cellular,29.969946,may,780.159776,1,-1,0,yes
51.064175,blue-collar,married,secondary,no,2091.049474,no,no,cellular,13.930165,may,498.287428,1.733505,66.034606,0.75427,yes
60.399066,retired,married,secondary,no,8357.988585,no,no,cellular,10.515292,jun,274.236813,1.049864,243.693707,0.58464,yes
36.757339,blue-collar,married,secondary,no,84.052409,no,no,cellular,23.150317,jul,1257.687814,3.867785,-1,0,yes
51.627135,technician,married,secondary,no,312.976553,no,no,cellular,27.650185,oct,414.037493,2.984013,178.435802,1,yes
41.691521,management,married,secondary,no,1554.677388,no,no,cellular,15.669254,apr,252.068878,1,95.104637,1.017383,yes
40.708698,management,married,secondary,no,3410.822188,no,no,cellular,17.029193,nov,650.548299,4,-1,0,yes
29.141754,management,married,secondary,no,191.684213,no,no,cellular,14.921835,apr,580.578168,1,-1,0,yes
33.450964,admin.,married,secondary,no,2392.997391,no,no,cellular,16.56417,oct,154.705215,1,188.809385,1.521397,yes
51.339923,blue-collar,married,secondary,no,35.285335,no,no,cellular,21.348628,aug,531.173319,2,-1,0,yes
28.477742,admin.,married,secondary,no,4723.600182,no,no,cellular,12,may,349.095409,1,97.388391,4.79401,yes
40.368796,management,married,secondary,no,1749.551539,no,no,cellular,16.6536,oct,319.590575,1.19011,-1,0,yes
47.875455,management,married,secondary,no,4495.309277,yes,no,cellular,9.312967,may,797.665369,2.964216,97.761742,3.962034,yes
40.060915,management,married,tertiary,no,1164.334467,no,no,cellular,4.666253,apr,319.154951,1,197.471221,2.262568,yes
40.057299,technician,married,tertiary,no,2927.501295,no,no,cellular,28.482978,aug,839.469038,5.771503,-1,0,yes
40.962579,management,single,tertiary,no,4948.327405,no,no,cellular,3.948579,oct,305.872563,2.939907,-1,0,yes
39.462591,management,married,tertiary,no,1026.251925,no,no,cellular,10.423799,aug,215.282489,1,81.091332,0.965567,yes
34.830974,blue-collar,married,secondary,no,-8.844324,yes,no,cellular,16.956092,may,699.866529,2,291.746923,2.454696,yes
32.074624,blue-collar,married,secondary,no,1903.562163,no,no,cellular,14.831287,may,719.607446,2,-1,0,yes
49.324252,retired,married,primary,no,670.002314,no,no,cellular,16.597641,may,352.868392,2.166299,-1,0,yes
49,services,married,secondary,no,763.618495,yes,no,cellular,8.598471,apr,777.596497,1.424127,-1,0,yes
39.497113,admin.,married,secondary,no,15.58222,no,no,cellular,19.994905,may,435.412022,5.787542,-1,0,yes
70.020631,retired,married,secondary,no,8480.114009,no,no,cellular,9.410237,jun,590.69728,1.107429,5.303774,6.898237,yes
39.310545,services,single,secondary,no,410.000383,no,no,cellular,12.531882,may,1010.838072,1.934252,-1,0,yes
32.110091,technician,single,secondary,no,8.34178,no,no,cellular,22.995748,may,1037.123437,4.46314,-1,0,yes
33.72698,blue-collar,married,secondary,no,492.584567,no,no,cellular,21.810865,jul,693.832752,1.920337,-1,0,yes
22.828526,student,single,secondary,no,311.827133,no,no,cellular,18.723023,oct,198.401535,1.288686,-1,0,yes
68.106426,management,married,tertiary,no,9775.335492,no,no,cellular,16.951889,jun,167.433824,1.951998,25.205749,0.754938,yes
29.89897,retired,single,primary,no,188.745597,no,no,cellular,17.642278,oct,95.654609,2.93164,-1,0,yes
37.134628,management,single,tertiary,no,5062.996011,no,no,cellular,24.825962,may,215.195977,4.327518,152.749261,4.172212,yes
25.709659,management,divorced,secondary,no,0.761137,no,no,cellular,21.408575,apr,113.9429,3.044035,-1,0,yes
46.973492,technician,single,tertiary,no,1532.83805,no,no,cellular,19,may,1012.774149,1,102.697675,1.934659,yes
53.684825,admin.,married,secondary,no,2206.026729,no,no,cellular,12.140355,feb,106.85715,1,98.713356,1.46089,yes
39.886333,management,married,tertiary,no,0,no,no,cellular,16.049042,sep,262.081421,2.440387,57.020292,1.479306,yes
29.718173,management,single,tertiary,no,686.053646,yes,no,cellular,13.078456,may,581.638196,1.903638,-1,0,yes
43.581692,management,married,tertiary,no,3.546453,no,no,cellular,27.852758,sep,280.231285,1.231822,151.923351,6.24852,yes
36.428379,management,married,tertiary,no,0,no,no,cellular,15.96222,oct,267.861945,1.632087,162.972931,2.969739,yes
22.393762,services,single,secondary,no,108.035724,no,no,cellular,16.534783,apr,128.984794,1.924845,-1,0,yes
52.888499,management,divorced,secondary,no,0,yes,no,cellular,13.990379,oct,205.451834,1.718401,-1,0,yes
45.939519,management,married,tertiary,no,381.787008,no,no,cellular,6.781095,may,783.501827,1.679916,-1,0,yes
45.82069,management,divorced,tertiary,no,1311.083196,no,no,cellular,13.301867,aug,717.559022,2.799426,-1,0,yes
60.417435,management,single,tertiary,no,5074.837561,no,no,cellular,22.729641,oct,278.765335,2.242908,-1,0,yes
58.662747,retired,married,secondary,no,8410.890278,no,no,cellular,16.847994,jun,169.747342,2,64.739329,1.977463,yes
51.390239,management,married,tertiary,no,1191.00977,no,no,cellular,20.970183,jun,233.085215,3.226735,-1,0,yes
43.504799,management,married,secondary,no,1771.391424,no,no,cellular,12.064756,oct,276.949513,1.379937,25.934054,1.464373,yes
72.694218,management,married,secondary,no,3978.109708,no,no,cellular,18.377503,oct,324.135423,2.817472,49.716944,0.982771,yes
58.592943,management,married,secondary,no,-30.999933,yes,no,cellular,18.417627,may,655.126629,1.867637,288.228859,1,yes
33.655415,services,single,secondary,no,489.454017,no,no,cellular,19.719547,may,988.175417,2.979085,-1,0,yes
45.439466,management,married,tertiary,no,2418.582996,yes,no,cellular,26.183449,aug,910.38116,5.758634,1.486081,0.027845,yes
29.984201,management,single,tertiary,no,5362.309804,no,no,cellular,27.557874,oct,432.160056,1.239889,2.429871,0.012183,yes
60.101605,management,married,secondary,no,395.894446,no,no,cellular,9.704461,aug,240.006334,1,90,3.595236,yes
31.825144,management,married,tertiary,no,1325.906907,no,no,cellular,30,may,296.237138,1,50.540105,2.684033,yes
51.068816,management,married,secondary,no,1669.040558,no,no,cellular,11.999375,apr,415.219353,1,271.797479,7.841719,yes
49.514157,management,married,primary,no,3357.702697,no,no,cellular,10.206428,nov,260.496847,2.900661,-1,0,yes
33.412224,blue-collar,married,secondary,no,663.204896,no,no,cellular,17.127708,jul,960.425517,1.08726,-1,0,yes
35.187059,management,divorced,secondary,no,0,no,no,cellular,25.386766,apr,137.902351,2.011314,-1,0,yes
59.31266,management,married,tertiary,no,396.008347,no,no,cellular,19.483201,may,836.537404,5.36671,-1,0,yes
39.605854,technician,married,secondary,no,7066.095207,no,no,cellular,14.171587,aug,682.404522,2.996527,210.432991,2.778174,yes
29.652305,blue-collar,married,secondary,no,532.399966,no,no,cellular,23.162503,jul,976.498813,9.608974,-1,0,yes
